avg_fitness,fitness_1,fitness_2,fitness_3,time,num_iter,num_ants,alpha,beta,Q,rho,tau0,q0,phi
1.0569918728174927,1.048619679342489,1.0642245336007652,1.0581314055092244,12.204530000686646,50,10,1,1,1,0.7,1,0.5,0.9
1.0575545786742804,1.0487181545104243,1.0664075404851086,1.057538041027308,12.04968786239624,50,10,1,1,1,0.9,1,0.5,0.9
1.0566461560928355,1.047371966500407,1.0633729005913706,1.059193601186729,12.176051139831543,50,10,1,1,1.2,0.1,1,0.5,0.9
1.0567391915150506,1.0491347802209199,1.0612518757310005,1.0598309185932318,12.11263394355774,50,10,1,1,1.2,0.3,1,0.5,0.9
1.0576123104228552,1.0498836243551093,1.0629539021093102,1.0599994048041461,12.502735137939453,50,10,1,1,1.2,0.5,1,0.5,0.9
1.0582785248382012,1.047545109652821,1.0698549806585094,1.0574354842032732,12.14212703704834,50,10,1,1,1.2,0.7,1,0.5,0.9
1.0584605952008836,1.0492375839676655,1.0672802473826541,1.058863954252331,12.00044870376587,50,10,1,1,1.2,0.9,1,0.5,0.9
1.0571689593756015,1.0476414205313511,1.063851401816445,1.0600140557790083,11.848408937454224,50,10,1,1,1.4,0.1,1,0.5,0.9
1.0577274536092522,1.0486445686706483,1.064553038327824,1.0599847538292841,12.103532075881958,50,10,1,1,1.4,0.3,1,0.5,0.9
1.0569200500121179,1.0493252376885749,1.0627394443063622,1.0586954680414165,11.490827083587646,50,10,1,1,1.4,0.5,1,0.5,0.9
1.058116633224202,1.0481792464485364,1.065555907475714,1.0606147457483557,11.862457990646362,50,10,1,1,1.4,0.7,1,0.5,0.9
1.055821788317163,1.0479703925209372,1.0611291513235332,1.0583658211070186,12.030452966690063,50,10,1,1,1.4,0.9,1,0.5,0.9
1.0560749758293615,1.045030205364011,1.0626898586871836,1.0605048634368899,11.838352680206299,50,10,1,1,1.6,0.1,1,0.5,0.9
1.057898163332954,1.049879295776299,1.064443949965631,1.0593712442569323,12.232677936553955,50,10,1,1,1.6,0.3,1,0.5,0.9
1.0561931298114233,1.0458050209710625,1.065373680325232,1.0574006881379756,11.819255113601685,50,10,1,1,1.6,0.5,1,0.5,0.9
1.0559424434957092,1.0451643913071316,1.064099329912339,1.0585636092676574,11.849141120910645,50,10,1,1,1.6,0.7,1,0.5,0.9
1.0582880150582186,1.0498706386186785,1.063395214120001,1.0615981924359763,11.450743198394775,50,10,1,1,1.6,0.9,1,0.5,0.9
1.0563346691409516,1.0488739833475966,1.0613832776218242,1.058746746453434,11.532607078552246,50,10,1,1,1.8,0.1,1,0.5,0.9
1.0578001660031129,1.0481684250015104,1.064080735305147,1.0611513377026813,12.103605031967163,50,10,1,1,1.8,0.3,1,0.5,0.9
1.0574233255807417,1.0484292218748337,1.0649236908311852,1.0589170640362062,11.914784908294678,50,10,1,1,1.8,0.5,1,0.5,0.9
1.0569536982943972,1.0489692120814242,1.0633282735341096,1.0585636092676574,13.23350214958191,50,10,1,1,1.8,0.7,1,0.5,0.9
1.058456880594337,1.0491683267067,1.0681368389539665,1.0580654761223447,11.918457746505737,50,10,1,1,1.8,0.9,1,0.5,0.9
1.054678874949788,1.0485937078696268,1.0554416808037332,1.060001236176004,12.001406908035278,50,10,1,1,0.2,0.1,1,0.5,0.9
1.0581951762851676,1.049761342003717,1.0664583657447666,1.0583658211070186,12.61039400100708,50,10,1,1,0.2,0.3,1,0.5,0.9
1.0559440624696697,1.04778318148739,1.0635365331346602,1.0565124727869588,13.064663887023926,50,10,1,1,0.2,0.5,1,0.5,0.9
1.058781527201868,1.048243092985989,1.0666443118166868,1.0614571768029284,11.576300144195557,50,10,1,1,0.2,0.7,1,0.5,0.9
1.055859447860782,1.0480353212030924,1.0602688408307823,1.0592741815484708,12.425477981567383,50,10,1,1,0.2,0.9,1,0.5,0.9
1.057797027916706,1.0493598663190578,1.0643175066367252,1.0597137107943346,12.197651863098145,50,10,1,1,0.4,0.1,1,0.5,0.9
1.0585339252549246,1.0482604073012303,1.0682136966636937,1.0591276717998495,11.995507955551147,50,10,1,1,0.4,0.3,1,0.5,0.9
1.0566944389550248,1.0480136783090408,1.0651542639603662,1.0569153745956674,11.626857042312622,50,10,1,1,0.4,0.5,1,0.5,0.9
1.0552487184890773,1.0486413222365405,1.0587316866362417,1.0583731465944495,12.21205186843872,50,10,1,1,0.4,0.7,1,0.5,0.9
1.056939705745193,1.048394593244351,1.0652893847726281,1.0571351392185995,11.669880151748657,50,10,1,1,0.4,0.9,1,0.5,0.9
1.0584560167517079,1.0478913959576484,1.069652919260356,1.0578237350371196,11.879418134689331,50,10,1,1,0.6,0.1,1,0.5,0.9
1.0577271402536597,1.0480786069911958,1.0663542359444913,1.0587485778252916,12.19994592666626,50,10,1,1,0.6,0.3,1,0.5,0.9
1.0553614921410377,1.0472431912807993,1.06174277336087,1.057098511781444,11.913328886032104,50,10,1,1,0.6,0.5,1,0.5,0.9
1.0582249122680774,1.04737737722392,1.069422346131175,1.057875013449137,12.174487829208374,50,10,1,1,0.6,0.7,1,0.5,0.9
1.0588536306120016,1.0494669986446137,1.066096390724762,1.060997502466629,11.579360008239746,50,10,1,1,0.6,0.9,1,0.5,0.9
1.0572083563751666,1.049537338050282,1.0638464432545274,1.0582412878206904,11.78633427619934,50,10,1,1,0.8,0.1,1,0.5,0.9
1.0554027220003102,1.0475537668104415,1.062383667488755,1.0562707317017337,11.689002990722656,50,10,1,1,0.8,0.3,1,0.5,0.9
1.0533011013762652,1.0491033980245448,1.054924750723795,1.055875155380456,11.5570969581604,50,10,1,1,0.8,0.5,1,0.5,0.9
1.0558875465656976,1.045966260531748,1.0632774482744514,1.0584189308908938,11.85507607460022,50,10,1,1,0.8,0.7,1,0.5,0.9
1.0576743197785399,1.0474542094978037,1.0655968156115363,1.0599719342262797,12.111565113067627,50,10,1,1,0.8,0.9,1,0.5,0.9
1.0570964752554268,1.0477139242264244,1.0634076105247956,1.0601678910150607,11.664813041687012,50,10,1,1,1,0.1,1,0.5,0.9
1.0562866345503403,1.0479758032444502,1.0643844472226165,1.0564996531839543,12.079188108444214,50,10,1,1,1,0.3,1,0.5,0.9
1.0576019662402334,1.0468060048209546,1.0665773712307955,1.0594225226689498,12.028276920318604,50,10,1,1,1,0.5,1,0.5,0.9
1.056330471889459,1.048472507662937,1.0623142476219047,1.0582046603835351,12.105167865753174,50,10,1,1,1,0.7,1,0.5,0.9
1.0588653925106453,1.0498576528822474,1.0660505240270217,1.0606880006226664,11.949033975601196,50,10,1,1,1,0.9,1,0.5,0.9
1.0558751331820544,1.046849290609058,1.0618828527350497,1.0588932562020552,12.057387828826904,50,10,1,1,1.2,0.1,1,0.5,0.9
1.0560652259094219,1.0476489955442692,1.0636679350254838,1.0568787471585122,12.111140966415405,50,10,1,1,1.2,0.3,1,0.5,0.9
1.0538798629150594,1.0455463883871445,1.057148665743961,1.0589445346140727,12.03496503829956,50,10,1,1,1.2,0.5,1,0.5,0.9
1.057546776639146,1.0478188922625753,1.0649831935741996,1.0598382440806629,11.679774045944214,50,10,1,1,1.2,0.7,1,0.5,0.9
1.0572909313788679,1.0482041357766958,1.065007986383789,1.058660671976119,12.114075899124146,50,10,1,1,1.2,0.9,1,0.5,0.9
1.0565294020103326,1.0472215483867477,1.0639642091000767,1.0584024485441739,11.798666000366211,50,10,1,1,1.4,0.1,1,0.5,0.9
1.05647579307794,1.047260505596041,1.065691028287976,1.0564758453498035,12.052830934524536,50,10,1,1,1.4,0.3,1,0.5,0.9
1.0545850268794308,1.048047224794821,1.0576643561834196,1.0580434996600516,12.06136703491211,50,10,1,1,1.4,0.5,1,0.5,0.9
1.0563981525467774,1.0447672442012825,1.065598055252016,1.0588291581870335,11.802968263626099,50,10,1,1,1.4,0.7,1,0.5,0.9
1.0569620932107877,1.0485103827275277,1.064010075797817,1.0583658211070186,11.658104181289673,50,10,1,1,1.4,0.9,1,0.5,0.9
1.0577849765723495,1.0478307958543036,1.0647042744663193,1.0608198593964255,11.783149003982544,50,10,1,1,1.6,0.1,1,0.5,0.9
1.05562710525484,1.0495459952079025,1.0608155222822278,1.05651979827439,12.013145208358765,50,10,1,1,1.6,0.3,1,0.5,0.9
1.0554585492547293,1.0455929206093557,1.0649881521361175,1.0557945750187143,11.787039041519165,50,10,1,1,1.6,0.5,1,0.5,0.9
1.056311091127158,1.0453851488264592,1.0632117473290397,1.0603363772259753,11.711887121200562,50,10,1,1,1.6,0.7,1,0.5,0.9
1.0545542471754246,1.0469261228829416,1.0574313037732797,1.0593053148700526,12.286028861999512,50,10,1,1,1.6,0.9,1,0.5,0.9
1.0543955313657358,1.0489832799625578,1.0552148265959906,1.058988487538659,12.192692995071411,50,10,1,1,1.8,0.1,1,0.5,0.9
1.0577948251762448,1.0484984791357992,1.0653773992466704,1.0595085971462648,13.811792135238647,50,10,1,1,1.8,0.3,1,0.5,0.9
1.0569141191133595,1.047761538593338,1.0632799275554103,1.0597008911913304,11.926017999649048,50,10,1,1,1.8,0.5,1,0.5,0.9
1.057415198259363,1.047623024071407,1.0639418955714464,1.0606806751352353,11.851451873779297,50,10,1,1,1.8,0.7,1,0.5,0.9
1.0575489872816224,1.0484508647688855,1.0643212255581636,1.0598748715178181,13.132099628448486,50,10,1,1,1.8,0.9,1,0.5,0.9
1.0561628191630228,1.0479314353116442,1.0618469031611453,1.0587101190162787,12.793715000152588,50,10,1,1,0.2,0.1,1,0.5,0.9
1.0578414575724384,1.049160751693782,1.0656315255449615,1.0587320954785717,11.76713514328003,50,10,1,1,0.2,0.3,1,0.5,0.9
1.0564814120344612,1.0517968561892814,1.0585197081142528,1.0591276717998495,11.895648717880249,50,10,1,1,0.2,0.5,1,0.5,0.9
1.0579565324177491,1.048501725569907,1.0641799065435043,1.0611879651398366,12.195789098739624,50,10,1,1,0.2,0.7,1,0.5,0.9
1.0567949105691132,1.0492170232183164,1.0650141845861862,1.0561535239028366,11.769909858703613,50,10,1,1,0.2,0.9,1,0.5,0.9
1.0565193697879114,1.0488664083346786,1.061791119339569,1.0589005816894863,11.984323978424072,50,10,1,1,0.4,0.1,1,0.5,0.9
1.057531903020401,1.0469564229346142,1.0677203197528653,1.0579189663737234,11.761439085006714,50,10,1,1,0.4,0.3,1,0.5,0.9
1.0565888196847364,1.046256275312041,1.069671513867548,1.0538386698746196,12.103550910949707,50,10,1,1,0.4,0.5,1,0.5,0.9
1.0588643920325245,1.0489562263449932,1.0688682268368528,1.0587687229157272,11.89147686958313,50,10,1,1,0.4,0.7,1,0.5,0.9
1.0580285387942057,1.0497018240450748,1.0656736733212633,1.0587101190162787,11.992491960525513,50,10,1,1,0.4,0.9,1,0.5,0.9
1.0572269551646114,1.04728106634539,1.066207958367914,1.0581918407805306,11.611922979354858,50,10,1,1,0.6,0.1,1,0.5,0.9
1.058972448756003,1.0482733930376613,1.0682050191803374,1.0604389340500102,11.529894828796387,50,10,1,1,0.6,0.3,1,0.5,0.9
1.0553049616727428,1.04586670321911,1.062471681962797,1.057576499836321,11.605446100234985,50,10,1,1,0.6,0.5,1,0.5,0.9
1.0562805596076015,1.0469650800922348,1.062397303534029,1.0594792951965406,12.640336036682129,50,10,1,1,0.6,0.7,1,0.5,0.9
1.0572848523910328,1.0487625224432302,1.0655100407779736,1.0575819939518945,11.726895809173584,50,10,1,1,0.6,0.9,1,0.5,0.9
1.0572675121528743,1.0469185478700236,1.0631026589668464,1.061781329621753,11.768976926803589,50,10,1,1,0.8,0.1,1,0.5,0.9
1.0572565962563465,1.046961833658127,1.0646968366234424,1.06011111848747,11.884355068206787,50,10,1,1,0.8,0.3,1,0.5,0.9
1.0545879101511184,1.0477117599370191,1.0591878743326861,1.05686409618365,12.370755910873413,50,10,1,1,0.8,0.5,1,0.5,0.9
1.0527456061841607,1.0469347800405624,1.0519161432801258,1.0593858952317945,11.9448881149292,50,10,1,1,0.8,0.7,1,0.5,0.9
1.0584116898301448,1.049746191977881,1.066734805571688,1.058754071940865,12.077882051467896,50,10,1,1,0.8,0.9,1,0.5,0.9
1.05539281550012,1.0475418632187132,1.0607597384606517,1.0578768448209948,12.051653861999512,50,10,1,1,1,0.1,1,0.5,0.9
1.0572197857754355,1.0485579970944414,1.0661273817367487,1.056973978495116,12.31439995765686,50,10,1,1,1,0.3,1,0.5,0.9
1.0558181149689005,1.0459521926506143,1.0612097279546986,1.060292424301389,11.704157829284668,50,10,1,1,1,0.5,1,0.5,0.9
1.0570628074802133,1.0489389120297519,1.0675244565571094,1.0547250538537787,12.166670083999634,50,10,1,1,1,0.7,1,0.5,0.9
1.0563125662302675,1.0490427979212,1.0620638402450522,1.0578310605245507,11.913382053375244,50,10,1,1,1,0.9,1,0.5,0.9
1.0570899139203649,1.0462335502732867,1.0661063078485977,1.0589298836392105,11.955816984176636,50,10,1,1,1.2,0.1,1,0.5,0.9
1.0557177165284461,1.0467410761387994,1.0579494734936974,1.062462599952842,11.77747106552124,50,10,1,1,1.2,0.3,1,0.5,0.9
1.0568809279685778,1.0476111204796787,1.067171159020461,1.055860504405594,11.621634006500244,50,10,1,1,1.2,0.5,1,0.5,0.9
1.0593629976513037,1.048723565233937,1.0688459133082224,1.0605195144117519,12.192718982696533,50,10,1,1,1.2,0.7,1,0.5,0.9
1.0575778005383525,1.0467973476633339,1.0646546888471407,1.0612813651045827,11.819381952285767,50,10,1,1,1.2,0.9,1,0.5,0.9
1.0574926009436576,1.0479173674305104,1.0653650028418757,1.0591954325585868,11.875458717346191,50,10,1,1,1.4,0.1,1,0.5,0.9
1.0562971903021101,1.0489562263449932,1.062397303534029,1.057538041027308,11.596966981887817,50,10,1,1,1.4,0.3,1,0.5,0.9
1.0574192671813494,1.0473946915391614,1.0661658105916123,1.0586972994132742,11.362651109695435,50,10,1,1,1.4,0.5,1,0.5,0.9
1.0545462912798758,1.0465408793688211,1.0579556716960947,1.0591423227747114,11.805551052093506,50,10,1,1,1.4,0.7,1,0.5,0.9
1.0596922653126357,1.0498565707375447,1.0698215103655637,1.0593987148347987,12.139595985412598,50,10,1,1,1.4,0.9,1,0.5,0.9
1.057484228849219,1.0484508647688855,1.0639071856380213,1.0600946361407502,12.954904079437256,50,10,1,1,1.6,0.1,1,0.5,0.9
1.0580168702790653,1.0478362065778166,1.0674823087808074,1.0587320954785717,12.300925254821777,50,10,1,1,1.6,0.3,1,0.5,0.9
1.0568956267212206,1.0485753114096827,1.063201830205204,1.0589097385487751,11.336859226226807,50,10,1,1,1.6,0.5,1,0.5,0.9
1.056957274077569,1.0480299104795794,1.0639852829882277,1.0588566287649,11.745781183242798,50,10,1,1,1.6,0.7,1,0.5,0.9
1.0575565206130435,1.0482993645105234,1.0647736943331696,1.0595965029954375,12.447819948196411,50,10,1,1,1.6,0.9,1,0.5,0.9
1.0570427477866235,1.0481554392650794,1.0629514228283514,1.0600213812664394,12.44527268409729,50,10,1,1,1.8,0.1,1,0.5,0.9
1.0570431924113306,1.0471988233479934,1.0629204318163645,1.0610103220696334,12.172205924987793,50,10,1,1,1.8,0.3,1,0.5,0.9
1.057781825984498,1.0486965116163725,1.0634262051319876,1.0612227612051341,12.136710166931152,50,10,1,1,1.8,0.5,1,0.5,0.9
1.0565254200291494,1.047134976810541,1.064176187622066,1.0582650956548414,11.691276788711548,50,10,1,1,1.8,0.7,1,0.5,0.9
1.0541192646725595,1.047853520893058,1.0541239429740588,1.0603803301505617,11.607611894607544,50,10,1,1,1.8,0.9,1,0.5,0.9
1.0558379093342296,1.04661987593211,1.0606655257842121,1.060228326286367,12.051906108856201,50,10,1,1,0.2,0.1,1,0.5,0.9
1.0554739985519985,1.0459273033224548,1.0644290742798774,1.0560656180536638,12.151432037353516,50,10,1,1,0.2,0.3,1,0.5,0.9
1.0583747722580805,1.0495297630373637,1.0650823648125571,1.0605121889243208,11.921585321426392,50,10,1,1,0.2,0.5,1,0.5,0.9
1.053979086645165,1.0491953803242646,1.0564271949849104,1.05631468462632,12.17094898223877,50,10,1,1,0.2,0.7,1,0.5,0.9
1.058044282348335,1.0465798365781143,1.071434282629352,1.056118727837539,12.281946897506714,50,10,1,1,0.2,0.9,1,0.5,0.9
1.057242933294407,1.0493263198332776,1.0649212115502262,1.0574812684997172,12.183143138885498,50,10,1,1,0.4,0.1,1,0.5,0.9
1.0566610866427004,1.048488739833476,1.0635737223490442,1.0579207977455813,11.696704149246216,50,10,1,1,0.4,0.3,1,0.5,0.9
1.0561214205282468,1.0483556360350579,1.061833267115871,1.0581753584338107,11.238618850708008,50,10,1,1,0.4,0.5,1,0.5,0.9
1.0568554121099163,1.0471858376115624,1.0638278486473354,1.0595525500708511,12.059818029403687,50,10,1,1,0.4,0.7,1,0.5,0.9
1.0576092657785738,1.0505502254919024,1.0626737433609506,1.0596038284828686,12.116035223007202,50,10,1,1,0.4,0.9,1,0.5,0.9
1.0578682474283883,1.0486413222365405,1.0678356063174559,1.0571278137311684,11.909624099731445,50,10,1,1,0.6,0.1,1,0.5,0.9
1.056598509057589,1.0473762950792176,1.0651815360509145,1.0572376960426344,12.887044906616211,50,10,1,1,0.6,0.3,1,0.5,0.9
1.0573194409617248,1.0494724093681267,1.0611093170758616,1.0613765964411865,12.44051718711853,50,10,1,1,0.6,0.5,1,0.5,0.9
1.0562237610672198,1.0490904122881137,1.0612791478215489,1.0583017230919967,11.817747116088867,50,10,1,1,0.6,0.7,1,0.5,0.9
1.0599378348009552,1.0484638505053165,1.0705590964508473,1.0607905574467014,11.813161134719849,50,10,1,1,0.6,0.9,1,0.5,0.9
1.0566780824165845,1.0457455030124203,1.064150155171997,1.0601385890653365,12.108053922653198,50,10,1,1,0.8,0.1,1,0.5,0.9
1.0568246425940018,1.047094937456545,1.0626030838536207,1.0607759064718392,12.505616188049316,50,10,1,1,0.8,0.3,1,0.5,0.9
1.0559361655662405,1.0488696547687864,1.060199420963932,1.0587394209660028,11.756298065185547,50,10,1,1,0.8,0.5,1,0.5,0.9
1.0562453791335014,1.0481392070945406,1.06157914081758,1.0590177894883834,12.116017818450928,50,10,1,1,0.8,0.7,1,0.5,0.9
1.0573037281200088,1.0479271067328337,1.0656017741734543,1.0583823034537383,11.801401138305664,50,10,1,1,0.8,0.9,1,0.5,0.9
1.0581904860325462,1.0489107762674845,1.0662674611109286,1.0593932207192256,11.91693902015686,50,10,1,1,1,0.1,1,0.5,0.9
1.0581369219753085,1.049029812184769,1.0658137526954432,1.0595672010457133,11.7538161277771,50,10,1,1,1,0.3,1,0.5,0.9
1.0555256783237714,1.0484681790841268,1.059770505358036,1.058338350529152,11.871450901031494,50,10,1,1,1,0.5,1,0.5,0.9
1.057812848542256,1.047212891229127,1.0660852339604467,1.0601404204371943,12.060626983642578,50,10,1,1,1,0.7,1,0.5,0.9
1.0559055787143732,1.0475407810740105,1.0649088151454316,1.0552671399236775,11.724244832992554,50,10,1,1,1,0.9,1,0.5,0.9
1.059069640271229,1.050865129600355,1.0673186762375175,1.0590251149758145,11.943952083587646,50,10,1,1,1.2,0.1,1,0.5,0.9
1.058057520409827,1.0492473232699888,1.0655100407779736,1.0594151971815187,11.748920917510986,50,10,1,1,1.2,0.3,1,0.5,0.9
1.0563444104681523,1.0485450113580104,1.0606060230411976,1.0598821970052492,11.635458946228027,50,10,1,1,1.2,0.5,1,0.5,0.9
1.0558690733139722,1.0478881495235408,1.0624667234008793,1.0572523470174964,12.146769046783447,50,10,1,1,1.2,0.7,1,0.5,0.9
1.0573575770508388,1.0490211550271482,1.0661050682081183,1.0569465079172495,11.568971157073975,50,10,1,1,1.2,0.9,1,0.5,0.9
1.0568027781358904,1.048520122029851,1.0622770584075207,1.0596111539702997,11.673256158828735,50,10,1,1,1.4,0.1,1,0.5,0.9
1.0576881146265187,1.0482647358800405,1.069114915292267,1.0556846927072483,12.093360900878906,50,10,1,1,1.4,0.3,1,0.5,0.9
1.0563696903869175,1.0466750653119417,1.0607039546390755,1.0617300512097356,11.9801926612854,50,10,1,1,1.4,0.5,1,0.5,0.9
1.055981105489044,1.0482290251048554,1.0610188233208604,1.0586954680414165,12.928295850753784,50,10,1,1,1.4,0.7,1,0.5,0.9
1.0572385923665006,1.049834927843493,1.0612642721357952,1.0606165771202136,11.393309831619263,50,10,1,1,1.4,0.9,1,0.5,0.9
1.0584371120049216,1.0483253359833855,1.0687740141604132,1.0582119858709662,12.230398893356323,50,10,1,1,1.6,0.1,1,0.5,0.9
1.0558411044542604,1.0484584397818035,1.061915083387516,1.0571497901934614,12.229783773422241,50,10,1,1,1.6,0.3,1,0.5,0.9
1.0569321631180597,1.0467497332964202,1.064618739273236,1.0594280167845231,12.009216070175171,50,10,1,1,1.6,0.5,1,0.5,0.9
1.0565136254189333,1.0483502253115449,1.0636233079682231,1.0575673429770323,12.224787950515747,50,10,1,1,1.6,0.7,1,0.5,0.9
1.0560394081463056,1.0466761474566444,1.063779502668636,1.057662574313636,11.715475082397461,50,10,1,1,1.6,0.9,1,0.5,0.9
1.0565183033302146,1.0487700974561482,1.0613274938002482,1.0594573187342473,11.74204707145691,50,10,1,1,1.8,0.1,1,0.5,0.9
1.0562225358227135,1.0480277461901744,1.0641786669030249,1.0564611943749413,11.347434997558594,50,10,1,1,1.8,0.3,1,0.5,0.9
1.0600638864284864,1.0504041359570533,1.0687021150126041,1.0610854083158017,11.891223907470703,50,10,1,1,1.8,0.5,1,0.5,0.9
1.0578166927978394,1.048298282365821,1.0642220543198062,1.0609297417078916,12.036878108978271,50,10,1,1,1.8,0.7,1,0.5,0.9
1.0595676158188716,1.0487830831925793,1.0695760615506291,1.0603437027134064,12.262216329574585,50,10,1,1,1.8,0.9,1,0.5,0.9
1.0564722132841615,1.046823319136196,1.063450997941577,1.0591423227747114,11.00885558128357,50,10,1,1,0.2,0.1,1,0.5,0.9
1.0548097413586042,1.0501346819261093,1.0564854580874454,1.0578090840622574,12.08254623413086,50,10,1,1,0.2,0.3,1,0.5,0.9
1.057080380931902,1.0477398956992865,1.0655236768232477,1.057977570273172,12.861824750900269,50,10,1,1,0.2,0.5,1,0.5,0.9
1.056679164667569,1.049273294742851,1.061094441390108,1.0596697578697483,12.38127088546753,50,10,1,1,0.2,0.7,1,0.5,0.9
1.0576293170240332,1.0487744260349587,1.068392204892737,1.0557213201444036,11.859285116195679,50,10,1,1,0.2,0.9,1,0.5,0.9
1.0553480218756361,1.0475505203763338,1.0606258572888692,1.057867687961706,11.67442011833191,50,10,1,1,0.4,0.1,1,0.5,0.9
1.0571245012978692,1.0478968066811614,1.0626861397657452,1.0607905574467014,12.106726884841919,50,10,1,1,0.4,0.3,1,0.5,0.9
1.054057453178908,1.0482517501436097,1.0588073047054893,1.055113304687625,11.740896463394165,50,10,1,1,0.4,0.5,1,0.5,0.9
1.057383275811401,1.0484151539937,1.0625485396725243,1.0611861337679789,11.914354085922241,50,10,1,1,0.4,0.7,1,0.5,0.9
1.057037768557721,1.0472172198079372,1.066848852495799,1.0570472333694265,12.39920687675476,50,10,1,1,0.4,0.9,1,0.5,0.9
1.0544921485880534,1.04715553755989,1.0559772054908636,1.0603437027134064,12.386454105377197,50,10,1,1,0.6,0.1,1,0.5,0.9
1.0556213404092665,1.0478004958026312,1.062432013467454,1.0566315119577137,12.242520093917847,50,10,1,1,0.6,0.3,1,0.5,0.9
1.0573798259881007,1.0480428962160104,1.0667856308313464,1.057310950916945,12.2015700340271,50,10,1,1,0.6,0.5,1,0.5,0.9
1.0580320825472531,1.047074376707196,1.068683520405412,1.058338350529152,12.07154393196106,50,10,1,1,0.6,0.7,1,0.5,0.9
1.0573189100885507,1.048488739833476,1.066352996304012,1.057114994128164,11.989612102508545,50,10,1,1,0.6,0.9,1,0.5,0.9
1.0562734715098727,1.0476111204796787,1.0625944063702646,1.0586148876796748,12.227262020111084,50,10,1,1,0.8,0.1,1,0.5,0.9
1.0578196447422383,1.049160751693782,1.0671996707514886,1.057098511781444,11.660379886627197,50,10,1,1,0.8,0.3,1,0.5,0.9
1.0575136845706428,1.048047224794821,1.0696442417769998,1.054849587140107,11.903771162033081,50,10,1,1,0.8,0.5,1,0.5,0.9
1.0554694900757324,1.046849290609058,1.064248086769875,1.055311092848264,12.021945714950562,50,10,1,1,0.8,0.7,1,0.5,0.9
1.0574015800147805,1.0446806726250757,1.0679422153986902,1.0595818520205755,12.083076000213623,50,10,1,1,0.8,0.9,1,0.5,0.9
1.056511146528539,1.0464369934773727,1.063336951017466,1.0597594950907787,12.382442951202393,50,10,1,1,1,0.1,1,0.5,0.9
