fitness,time,num_iter,num_ants,alpha,beta,Q
1.057002043857068,1.446368932723999,10,1,0.1,0.1,2.3000000000000003
1.0657481371485094,23.605254888534546,45,27,0.7000000000000001,0.7000000000000001,0.8
1.080507164145989,1.2453150749206543,10,1,0.1,0.1,2.3000000000000003
1.0591869428199907,5.461364030838013,10,29,0.4,0.4,0.8
1.0655875571034523,1.2052149772644043,10,1,0.1,0.1,2.3000000000000003
1.060379753346873,3.447957754135132,10,15,0.2,2.7,1.0
1.053828957110354,1.3357481956481934,10,1,0.1,0.1,2.4000000000000004
1.0968118791140617,1.0562410354614258,10,1,0.1,0.1,2.4000000000000004
1.0694487674338353,1.1415021419525146,10,1,0.1,0.1,2.4000000000000004
1.0601028833387038,3.3092517852783203,10,15,0.2,2.7,1.0
1.0567468995735163,1.3240280151367188,10,1,0.1,0.1,2.5000000000000004
1.0568541282453843,12.451097965240479,45,13,0.5,3.0000000000000004,0.7000000000000001
1.047314128921019,6.195966005325317,10,29,0.4,0.4,0.9
1.115908004915957,1.1774799823760986,10,1,0.1,0.1,2.5000000000000004
1.0625673300836642,1.086785078048706,10,1,0.1,0.1,2.5000000000000004
1.0486687720875036,4.176340818405151,10,15,0.2,2.7,1.1
1.0557306469186913,1.4198510646820068,10,1,0.1,0.1,2.6
1.0837919060241545,1.2513530254364014,10,1,0.1,0.1,2.6
1.066823436925109,1.1451811790466309,10,1,0.1,0.1,2.6
1.0593955703086604,3.289051055908203,10,15,0.2,2.7,1.1
1.0680995165231812,5.891889333724976,10,29,0.4,0.4,0.9
1.0527110791900467,1.3486690521240234,10,1,0.1,0.1,2.7
1.0924636245825123,1.1411011219024658,10,1,0.1,0.1,2.7
1.0606983113327932,39.252370834350586,80,25,1.0,1.0,1.1
1.0595013974491696,1.1036629676818848,10,1,0.1,0.1,2.7
1.0588139850039877,3.09682297706604,10,15,0.2,2.7,1.1
1.0550127833412406,1.4642138481140137,10,1,0.1,0.1,2.8000000000000003
1.0580023439422233,26.82437801361084,115,9,1.1,3.6,1.3000000000000003
1.0567157167461718,21.61278986930847,80,11,0.8,3.3000000000000003,1.0
1.057870621116451,4.6783740520477295,10,29,0.4,0.4,0.9
1.0952537958910977,1.262895107269287,10,1,0.1,0.1,2.8000000000000003
1.0673188857885247,0.9663290977478027,10,1,0.1,0.1,2.8000000000000003
1.0473400757973124,3.7346818447113037,10,15,0.2,2.7,1.2000000000000002
1.0525813448085797,1.4423978328704834,10,1,0.1,0.1,2.9000000000000004
1.058119259660453,22.11176109313965,45,27,0.7000000000000001,0.7000000000000001,0.8
1.0461519250870437,15.442888021469116,45,13,0.5,3.0000000000000004,0.8
1.0922343124136593,1.424623966217041,10,1,0.1,0.1,2.9000000000000004
1.0674438076727852,3.467398166656494,10,15,0.2,2.7,1.2000000000000002
1.066207325238869,1.1590569019317627,10,1,0.1,0.1,2.9000000000000004
1.0457929932983183,6.215330123901367,10,29,0.4,0.4,1.0
1.054587903241936,1.323516845703125,10,1,0.1,0.1,3.0000000000000004
1.0875216374624193,1.2026779651641846,10,1,0.1,0.1,3.0000000000000004
1.0605837064054133,3.3217132091522217,10,15,0.2,2.7,1.2000000000000002
1.0645765489061503,1.0856571197509766,10,1,0.1,0.1,3.0000000000000004
1.055011702221395,1.3525450229644775,10,1,0.1,0.1,3.1
1.067808228092476,5.634876728057861,10,29,0.4,0.4,1.0
1.1015332307419612,1.2664692401885986,10,1,0.1,0.1,3.1
1.0505369471806287,3.7912731170654297,10,15,0.2,2.7,1.3000000000000003
1.0693390739585404,1.0914928913116455,10,1,0.1,0.1,3.1
1.0570063683364503,1.330665111541748,10,1,0.1,0.1,3.2
1.094153097480603,1.109611988067627,10,1,0.1,0.1,3.2
1.075581290853977,3.5256786346435547,10,15,0.2,2.7,1.3000000000000003
1.067181768944406,1.2045178413391113,10,1,0.1,0.1,3.2
1.0617629112648344,5.489419937133789,10,29,0.4,0.4,1.0
1.0654903158992042,13.352896690368652,45,13,0.5,3.0000000000000004,0.8
1.055094948449503,1.5120189189910889,10,1,0.1,0.1,3.3000000000000003
1.0552964808961958,19.247562170028687,80,11,0.8,3.3000000000000003,1.0
1.0584282296158671,3.2738380432128906,10,15,0.2,2.7,1.3000000000000003
1.085335114944274,1.3251960277557373,10,1,0.1,0.1,3.3000000000000003
1.062126727957896,1.2440109252929688,10,1,0.1,0.1,3.3000000000000003
1.0565350000837868,1.4822461605072021,10,1,0.1,0.1,3.4000000000000004
1.0466492402160006,3.8393468856811523,10,15,0.2,2.7,1.4000000000000001
1.0496417799485063,5.986217260360718,10,29,0.4,0.4,1.1
1.0895185126192966,1.2510521411895752,10,1,0.1,0.1,3.4000000000000004
1.0679477950468825,1.1354689598083496,10,1,0.1,0.1,3.4000000000000004
1.057848682421392,25.145172357559204,115,9,1.1,3.6,1.3000000000000003
1.0550084588618582,1.3468058109283447,10,1,0.1,0.1,3.5000000000000004
1.0679668873228176,3.4277989864349365,10,15,0.2,2.7,1.4000000000000001
1.089333823358977,1.159843921661377,10,1,0.1,0.1,3.5000000000000004
1.0682787036973558,1.0434927940368652,10,1,0.1,0.1,3.5000000000000004
1.0695559586767076,5.547865152359009,10,29,0.4,0.4,1.1
1.0551003540487307,1.2156929969787598,10,1,0.1,0.1,3.6
1.0589602429710478,3.1115128993988037,10,15,0.2,2.7,1.4000000000000001
1.0568395024486783,11.993336200714111,45,13,0.5,3.0000000000000004,0.8
1.109668234872679,1.3992719650268555,10,1,0.1,0.1,3.6
1.0474698101787794,27.507519960403442,45,27,0.7000000000000001,0.7000000000000001,0.9
1.067057449672405,1.0424320697784424,10,1,0.1,0.1,3.6
1.056245259965177,1.5537588596343994,10,1,0.1,0.1,3.7
1.0490579752319047,3.7953038215637207,10,15,0.2,2.7,1.5000000000000002
1.0568047661815017,35.91568303108215,80,25,1.0,1.0,1.1
1.058660414138575,5.185634136199951,10,29,0.4,0.4,1.1
1.1135429907636778,1.1921930313110352,10,1,0.1,0.1,3.7
1.065944060898161,1.1306860446929932,10,1,0.1,0.1,3.7
1.0681577742093225,3.184784173965454,10,15,0.2,2.7,1.5000000000000002
1.0528343268524403,1.5290420055389404,10,1,0.1,0.1,3.8000000000000003
1.0757635010638225,1.2230353355407715,10,1,0.1,0.1,3.8000000000000003
1.0650171510319184,1.1083719730377197,10,1,0.1,0.1,3.8000000000000003
1.0602107485894106,3.342737913131714,10,15,0.2,2.7,1.5000000000000002
1.047860094443026,6.325663805007935,10,29,0.4,0.4,1.2000000000000002
1.0535846240252578,1.4598979949951172,10,1,0.1,0.1,3.9000000000000004
1.0802022409376761,1.3383731842041016,10,1,0.1,0.1,3.9000000000000004
1.0671580020247586,1.0170812606811523,10,1,0.1,0.1,3.9000000000000004
1.0473616981942235,24.206652879714966,80,11,0.8,3.3000000000000003,1.1
1.0470892559931428,4.131906032562256,10,15,0.2,2.7,1.6
1.0459432689568509,14.988659858703613,45,13,0.5,3.0000000000000004,0.9
1.0549565651092714,1.3857290744781494,10,1,0.1,0.1,4.0
1.0882467597260896,1.3549301624298096,10,1,0.1,0.1,4.0
1.0636446628212461,6.326161861419678,10,29,0.4,0.4,1.2000000000000002
1.066867314315227,1.1525540351867676,10,1,0.1,0.1,4.0
1.0718094155576532,3.4838218688964844,10,15,0.2,2.7,1.6
1.055474421515294,1.4813311100006104,10,1,0.1,0.1,4.1
1.0884091375321425,1.19864821434021,10,1,0.1,0.1,4.1
1.0623918205231921,3.1247057914733887,10,15,0.2,2.7,1.6
1.0626825082327238,1.0417120456695557,10,1,0.1,0.1,4.1
1.0597719746882306,5.369035005569458,10,29,0.4,0.4,1.2000000000000002
1.0550419735770706,1.344210147857666,10,1,0.1,0.1,4.2
1.0823689310520284,1.282905101776123,10,1,0.1,0.1,4.2
1.047972530906964,3.634489059448242,10,15,0.2,2.7,1.7000000000000002
1.0654175322167452,1.1448800563812256,10,1,0.1,0.1,4.2
1.061621757634391,24.079458951950073,45,27,0.7000000000000001,0.7000000000000001,0.9
1.0455843371681255,30.988407135009766,115,9,1.1,3.6,1.4000000000000001
1.0585415585171432,1.4351840019226074,10,1,0.1,0.1,4.3
1.078184293851769,1.2340600490570068,10,1,0.1,0.1,4.3
1.0730923241779933,3.407665967941284,10,15,0.2,2.7,1.7000000000000002
1.0675967759259386,1.1307499408721924,10,1,0.1,0.1,4.3
1.0495682637990082,6.835762977600098,10,29,0.4,0.4,1.3000000000000003
1.0659390240350142,14.4760000705719,45,13,0.5,3.0000000000000004,0.9
1.051495900483639,1.2281768321990967,10,1,0.1,0.1,4.3999999999999995
1.0559400159512595,3.1076271533966064,10,15,0.2,2.7,1.7000000000000002
1.0964871235019562,1.0998899936676025,10,1,0.1,0.1,4.3999999999999995
1.0677576596897045,1.103214979171753,10,1,0.1,0.1,4.3999999999999995
1.0505888409332154,1.4521489143371582,10,1,0.1,0.1,4.5
1.0647143731008148,5.547468900680542,10,29,0.4,0.4,1.3000000000000003
1.0484211956428708,3.937446117401123,10,15,0.2,2.7,1.8000000000000003
1.0845628907215958,1.3384020328521729,10,1,0.1,0.1,4.5
1.0583940339171292,21.574475049972534,80,11,0.8,3.3000000000000003,1.1
1.0688692202393604,1.3001129627227783,10,1,0.1,0.1,4.5
1.0512537296382338,1.3020641803741455,10,1,0.1,0.1,4.6
1.0669963390622124,3.8159899711608887,10,15,0.2,2.7,1.8000000000000003
1.1084906858974874,1.3053278923034668,10,1,0.1,0.1,4.6
1.061753770141893,0.9856510162353516,10,1,0.1,0.1,4.6
1.0621139303857783,5.403136968612671,10,29,0.4,0.4,1.3000000000000003
1.0559674121648686,1.3856310844421387,10,1,0.1,0.1,4.7
1.0563879309753808,3.2115750312805176,10,15,0.2,2.7,1.8000000000000003
1.0573221537399762,12.703240871429443,45,13,0.5,3.0000000000000004,0.9
1.0961797212431694,1.3747410774230957,10,1,0.1,0.1,4.7
1.0628141404030778,1.2878570556640625,10,1,0.1,0.1,4.7
1.0525121531384638,1.3320679664611816,10,1,0.1,0.1,4.8
1.0498536794382358,4.222102880477905,10,15,0.2,2.7,1.9000000000000001
1.0873952058882408,1.485966682434082,10,1,0.1,0.1,4.8
1.0471065539106716,6.782915830612183,10,29,0.4,0.4,1.4000000000000001
1.0543677428053648,21.562801122665405,45,27,0.7000000000000001,0.7000000000000001,0.9
1.062082850567778,0.9952530860900879,10,1,0.1,0.1,4.8
1.0443864563792467,44.91963076591492,80,25,1.0,1.0,1.2000000000000002
1.0509985853546822,1.3349030017852783,10,1,0.1,0.1,4.9
1.0669368418508343,3.5207130908966064,10,15,0.2,2.7,1.9000000000000001
1.0841377335652898,1.1920089721679688,10,1,0.1,0.1,4.9
1.0664120863927529,1.0936057567596436,10,1,0.1,0.1,4.9
1.0573131679104268,5.740142107009888,10,29,0.4,0.4,1.4000000000000001
1.0520851107994682,1.3609027862548828,10,1,0.1,0.2,0.1
1.0572855892482111,3.149003028869629,10,15,0.2,2.7,1.9000000000000001
1.0619551899231556,27.609368085861206,115,9,1.1,3.6,1.4000000000000001
1.0820478940156342,1.2692012786865234,10,1,0.1,0.2,0.1
1.0551136584373708,19.750352144241333,80,11,0.8,3.3000000000000003,1.1
1.062962226594726,1.1024799346923828,10,1,0.1,0.2,0.1
1.0544592499803147,1.445479154586792,10,1,0.1,0.2,0.2
1.0486590420088937,3.80374813079834,10,15,0.2,2.7,2.0
1.0475876522419452,15.5257089138031,45,13,0.5,3.0000000000000004,1.0
1.0971440718775896,1.4329638481140137,10,1,0.1,0.2,0.2
1.0608762223395334,5.581866979598999,10,29,0.4,0.4,1.4000000000000001
1.0646935552797983,1.1730339527130127,10,1,0.1,0.2,0.2
1.069648923069486,3.8104100227355957,10,15,0.2,2.7,2.0
1.050580191974451,1.6597681045532227,10,1,0.1,0.2,0.30000000000000004
1.0748648452669658,1.1600570678710938,10,1,0.1,0.2,0.30000000000000004
1.0654924894248634,1.0155069828033447,10,1,0.1,0.2,0.30000000000000004
1.0597226126243477,3.184776782989502,10,15,0.2,2.7,2.0
1.0515002249630212,1.2546958923339844,10,1,0.1,0.2,0.4
1.0475022437741461,6.792824029922485,10,29,0.4,0.4,1.5000000000000002
1.1118869850469872,1.3838059902191162,10,1,0.1,0.2,0.4
1.061980469990836,1.5098087787628174,10,1,0.1,0.2,0.4
1.0480514526556899,4.4521098136901855,10,15,0.2,2.7,2.1
1.0529618989942162,1.3812968730926514,10,1,0.1,0.2,0.5
1.0872477023850324,1.4031860828399658,10,1,0.1,0.2,0.5
1.0642200451114416,1.032468318939209,10,1,0.1,0.2,0.5
1.0733154387206612,6.121518850326538,10,29,0.4,0.4,1.5000000000000002
1.067355801380955,3.78389310836792,10,15,0.2,2.7,2.1
1.052663509916842,1.4074339866638184,10,1,0.1,0.2,0.6
1.067239286008673,14.780821084976196,45,13,0.5,3.0000000000000004,1.0
1.0753990806441316,1.2280876636505127,10,1,0.1,0.2,0.6
1.065914809304749,1.0917799472808838,10,1,0.1,0.2,0.6
1.0554134872698437,3.2625930309295654,10,15,0.2,2.7,2.1
1.04600921726743,28.57685875892639,45,27,0.7000000000000001,0.7000000000000001,1.0
1.0567847387681109,1.394585132598877,10,1,0.1,0.2,0.7000000000000001
1.0555597452369037,5.299249887466431,10,29,0.4,0.4,1.5000000000000002
1.0880695076171925,1.2814221382141113,10,1,0.1,0.2,0.7000000000000001
1.0639622654444985,1.3294007778167725,10,1,0.1,0.2,0.7000000000000001
1.0472579106890498,3.969108819961548,10,15,0.2,2.7,2.2
1.0526937812725177,1.3537929058074951,10,1,0.1,0.2,0.8
1.0553988614731378,26.464277982711792,115,9,1.1,3.6,1.4000000000000001
1.0449875590133773,25.685349941253662,80,11,0.8,3.3000000000000003,1.2000000000000002
1.0871683727698618,1.5180649757385254,10,1,0.1,0.2,0.8
1.0639860323641457,1.1467962265014648,10,1,0.1,0.2,0.8
1.0613577387589006,3.5916788578033447,10,15,0.2,2.7,2.2
1.0495066399678115,6.77399206161499,10,29,0.4,0.4,1.6
1.0529629801140616,1.4942059516906738,10,1,0.1,0.2,0.9
1.0575653076102134,12.734999179840088,45,13,0.5,3.0000000000000004,1.0
1.0932370883304277,1.2388019561767578,10,1,0.1,0.2,0.9
1.0608689094411803,3.280258893966675,10,15,0.2,2.7,2.2
1.0664632766812239,1.1190268993377686,10,1,0.1,0.2,0.9
1.0520202436087347,1.2654368877410889,10,1,0.1,0.2,1.0
1.0690911367128162,5.782787084579468,10,29,0.4,0.4,1.6
1.0823776077286877,1.37260103225708,10,1,0.1,0.2,1.0
1.0610168693187136,41.06240200996399,80,25,1.0,1.0,1.2000000000000002
1.0473498058759223,4.1109068393707275,10,15,0.2,2.7,2.3000000000000003
1.0610169956328286,1.1093711853027344,10,1,0.1,0.2,1.0
1.055354417212437,1.35394287109375,10,1,0.1,0.2,1.1
1.0873840501611074,1.1969740390777588,10,1,0.1,0.2,1.1
1.0700963916800588,3.4180991649627686,10,15,0.2,2.7,2.3000000000000003
1.0623607407051918,1.1175718307495117,10,1,0.1,0.2,1.1
1.0601303067075274,5.350090026855469,10,29,0.4,0.4,1.6
1.0558603813001584,1.3592729568481445,10,1,0.1,0.2,1.2000000000000002
1.0776327051212844,1.0899581909179688,10,1,0.1,0.2,1.2000000000000002
1.058075382270335,3.380275011062622,10,15,0.2,2.7,2.3000000000000003
1.0665309209909892,1.13853120803833,10,1,0.1,0.2,1.2000000000000002
1.0568463625993076,1.3490409851074219,10,1,0.1,0.2,1.3000000000000003
1.0660059583978145,24.294362783432007,45,27,0.7000000000000001,0.7000000000000001,1.0
1.0757263153067111,1.317033052444458,10,1,0.1,0.2,1.3000000000000003
1.049199601931673,3.883131980895996,10,15,0.2,2.7,2.4000000000000004
1.050026658613525,6.591349840164185,10,29,0.4,0.4,1.7000000000000002
1.046021109585731,16.02767515182495,45,13,0.5,3.0000000000000004,1.1
1.0685620785085344,1.1349360942840576,10,1,0.1,0.2,1.3000000000000003
1.0630955531412358,21.680783987045288,80,11,0.8,3.3000000000000003,1.2000000000000002
1.0558333533040194,1.378716230392456,10,1,0.1,0.2,1.4000000000000001
1.0981009853605872,1.2921359539031982,10,1,0.1,0.2,1.4000000000000001
1.0704335425445346,3.5372159481048584,10,15,0.2,2.7,2.4000000000000004
1.0648836906369763,1.0993199348449707,10,1,0.1,0.2,1.4000000000000001
1.054605201159465,1.4245188236236572,10,1,0.1,0.2,1.5000000000000002
1.067751209931572,5.867316961288452,10,29,0.4,0.4,1.7000000000000002
1.0581119467621,3.3164408206939697,10,15,0.2,2.7,2.4000000000000004
1.095286023547261,1.536863088607788,10,1,0.1,0.2,1.5000000000000002
1.0682695625744145,1.0317518711090088,10,1,0.1,0.2,1.5000000000000002
1.0537230073654893,1.4802448749542236,10,1,0.1,0.2,1.6
1.045546497973531,30.927490949630737,115,9,1.1,3.6,1.5000000000000002
1.0476168424777754,3.6117959022521973,10,15,0.2,2.7,2.5000000000000004
1.0737876978359748,1.1671531200408936,10,1,0.1,0.2,1.6
1.0588523777203411,5.247196912765503,10,29,0.4,0.4,1.7000000000000002
1.0644229780407375,1.114124059677124,10,1,0.1,0.2,1.6
1.054125183948037,1.4050309658050537,10,1,0.1,0.2,1.7000000000000002
1.066025790801607,13.43938422203064,45,13,0.5,3.0000000000000004,1.1
1.0639619812819294,4.013947010040283,10,15,0.2,2.7,2.5000000000000004
1.0740070938029316,1.2172448635101318,10,1,0.1,0.2,1.7000000000000002
1.06611225756028,1.3579800128936768,10,1,0.1,0.2,1.7000000000000002
1.0542603239287318,1.2155170440673828,10,1,0.1,0.2,1.8000000000000003
1.046138951648897,6.39724588394165,10,29,0.4,0.4,1.8000000000000003
1.0597866004849366,3.114561080932617,10,15,0.2,2.7,2.5000000000000004
1.0773575305186607,1.2416162490844727,10,1,0.1,0.2,1.8000000000000003
1.066618675771225,1.1502270698547363,10,1,0.1,0.2,1.8000000000000003
1.0573806569268003,18.649243354797363,80,11,0.8,3.3000000000000003,1.2000000000000002
1.0552964808961958,21.92858123779297,45,27,0.7000000000000001,0.7000000000000001,1.0
1.0576334178468743,1.3800969123840332,10,1,0.1,0.2,1.9000000000000001
1.0490406773143757,4.060837030410767,10,15,0.2,2.7,2.6
1.0874385892715372,1.2203869819641113,10,1,0.1,0.2,1.9000000000000001
1.0553485204097126,5.736395835876465,10,29,0.4,0.4,1.8000000000000003
1.0646643036863863,1.1483211517333984,10,1,0.1,0.2,1.9000000000000001
1.054983854491605,35.45330786705017,80,25,1.0,1.0,1.2000000000000002
1.0571620495942107,1.48549222946167,10,1,0.1,0.2,2.0
1.072234572713959,3.5587310791015625,10,15,0.2,2.7,2.6
1.0587499971433991,12.173991918563843,45,13,0.5,3.0000000000000004,1.1
1.0939064319584313,1.318781852722168,10,1,0.1,0.2,2.0
1.0618141015533054,1.040358304977417,10,1,0.1,0.2,2.0
1.059920060879879,3.204113006591797,10,15,0.2,2.7,2.6
1.05975186421776,5.203433990478516,10,29,0.4,0.4,1.8000000000000003
1.0515607676743726,1.422563076019287,10,1,0.1,0.2,2.1
1.090919176137156,1.2379229068756104,10,1,0.1,0.2,2.1
1.0688929871590076,1.175185203552246,10,1,0.1,0.2,2.1
1.0483347060552262,3.6378159523010254,10,15,0.2,2.7,2.7
1.0570204228944424,1.3425121307373047,10,1,0.1,0.2,2.2
1.0983191418023068,1.4619839191436768,10,1,0.1,0.2,2.2
1.066860001416874,1.0058932304382324,10,1,0.1,0.2,2.2
1.047871986761327,6.578552007675171,10,29,0.4,0.4,1.9000000000000001
1.0647825469888523,3.6990978717803955,10,15,0.2,2.7,2.7
